p":-1.07,"r":8.69},"acceleration":{"x":-1201,"y":932,"z":5457}}
0.2:{"time":39378,"ypr":{"y":142.68,"p":-1.03,"r":8.63},"acceleration":{"x":-1189,"y":971,"z":5353}}
0.2:{"time":45682,"ypr":{"y":173.08,"p":-0.09,"r":10.19},"acceleration":{"x":-607,"y":1552,"z":5247}}
0.2:{"time":45697,"ypr":{"y":173.12,"p":-0.09,"r":10.21},"acceleration":{"x":-601,"y":1555,"z":5276}}
0.2:{"time":45712,"ypr":{"y":173.16,"p":-0.07,"r":10.25},"acceleration":{"x":-631,"y":1553,"z":5308}}
0.2:{"time":45727,"ypr":{"y":173.20,"p":-0.05,"r":10.28},"acceleration":{"x":-661,"y":1528,"z":5351}}
0.2:{"time":45742,"ypr":{"y":173.25,"p":-0.05,"r":10.30},"acceleration":{"x":-677,"y":1514,"z":5383}}
0.2:{"time":45757,"ypr":{"y":173.30,"p":-0.05,"r":10.32},"acceleration":{"x":-687,"y":1497,"z":5388}}
0.2:{"time":45772,"ypr":{"y":173.35,"p":-0.03,"r":10.34},"acceleration":{"x":-692,"y":1480,"z":5391}}
0.2:{"time":45787,"ypr":{"y":173.40,"p":0.01,"r":10.36},"acceleration":{"x":-693,"y":1462,"z":5385}}
0.2:{"time":45802,"ypr":{"y":173.45,"p":0.06,"r":10.37},"acceleration":{"x":-692,"y":1438,"z":5353}}
0.2:{"time":45816,"ypr":{"y":173.50,"p":0.12,"r":10.37},"acceleration":{"x":-708,"y":1435,"z":5292}}
0.2:{"time":45832,"ypr":{"y":173.54,"p":0.18,"r":10.36},"acceleration":{"x":-739,"y":1453,"z":5243}}
0.2:{"time":45847,"ypr":{"y":173.59,"p":0.21,"r":10.35},"acceleration":{"x":-704,"y":1488,"z":5267}}
0.2:{"time":45861,"ypr":{"y":173.64,"p":0.23,"r":10.33},"acceleration":{"x":-655,"y":1533,"z":5282}}
0.2:{"time":45877,"ypr":{"y":173.71,"p":0.26,"r":10.32},"acceleration":{"x":-609,"y":1551,"z":5300}}
0.2:{"time":45892,"ypr":{"y":173.78,"p":0.32,"r":10.31},"acceleration":{"x":-562,"y":1571,"z":5291}}
0.2:{"time":45906,"ypr":{"y":173.85,"p":0.39,"r":10.32},"acceleration":{"x":-547,"y":1567,"z":5271}}
0.2:{"time":45922,"ypr":{"y":173.92,"p":0.47,"r":10.31},"acceleration":{"x":-522,"y":1572,"z":5263}}
0.2:{"time":45937,"ypr":{"y":173.99,"p":0.54,"r":10.31},"acceleration":{"x":-477,"y":1589,"z":5281}}
0.2:{"time":45952,"ypr":{"y":174.07,"p":0.63,"r":10.31},"acceleration":{"x":-448,"y":1576,"z":5293}}
0.2:{"time":45967,"ypr":{"y":174.14,"p":0.72,"r":10.31},"acceleration":{"x":-420,"y":1558,"z":5293}}
0.2:{"time":45982,"ypr":{"y":174.20,"p":0.82,"r":10.29},"acceleration":{"x":-412,"y":1533,"z":5268}}
0.2:{"time":45997,"ypr":{"y":174.24,"p":0.92,"r":10.29},"acceleration":{"x":-397,"y":1526,"z":5274}}
0.2:{"time":46012,"ypr":{"y":174.28,"p":1.01,"r":10.28},"acceleration":{"x":-379,"y":1495,"z":5283}}
0.2:{"time":46027,"ypr":{"y":174.32,"p":1.08,"r":10.25},"acceleration":{"x":-332,"y":1490,"z":5286}}
0.2:{"time":46042,"ypr":{"y":174.34,"p":1.18,"r":10.22},"acceleration":{"x":-288,"y":1463,"z":5291}}
0.2:{"time":46057,"ypr":{"y":174.35,"p":1.29,"r":10.19},"acceleration":{"x":-297,"y":1451,"z":5277}}
0.2:{"time":46072,"ypr":{"y":174.37,"p":1.38,"r":10.16},"acceleration":{"x":-287,"y":1440,"z":5257}}
0.2:{"time":46087,"ypr":{"y":174.37,"p":1.47,"r":10.13},"acceleration":{"x":-285,"y":1417,"z":5269}}
0.2:{"time":46102,"ypr":{"y":174.37,"p":1.56,"r":10.11},"acceleration":{"x":-263,"y":1397,"z":5282}}
0.2:{"time":46117,"ypr":{"y":174.37,"p":1.66,"r":10.08},"acceleration":{"x":-234,"y":1355,"z":5276}}
0.2:{"time":46132,"ypr":{"y":174.37,"p":1.77,"r":10.05},"acceleration":{"x":-253,"y":1299,"z":5228}}
0.2:{"time":46147,"ypr":{"y":174.34,"p":1.87,"r":9.97},"acceleration":{"x":-319,"y":1245,"z":5125}}
0.2:{"time":46162,"ypr":{"y":174.31,"p":1.92,"r":9.86},"acceleration":{"x":-389,"y":1222,"z":5031}}
0.2:{"time":46177,"ypr":{"y":174.27,"p":1.91,"r":9.71},"acceleration":{"x":-483,"y":1210,"z":4954}}
0.2:{"time":46192,"ypr":{"y":174.24,"p":1.82,"r":9.51},"acceleration":{"x":-584,"y":1238,"z":4954}}
0.2:{"time":46206,"ypr":{"y":174.22,"p":1.68,"r":9.29},"acceleration":{"x":-663,"y":1249,"z":4970}}
0.2:{"time":46222,"ypr":{"y":174.19,"p":1.53,"r":9.06},"acceleration":{"x":-755,"y":1247,"z":5026}}
0.2:{"time":46237,"ypr":{"y":174.18,"p":1.39,"r":8.82},"acceleration":{"x":-837,"y":1259,"z":5051}}
0.2:{"time":46252,"ypr":{"y":174.17,"p":1.27,"r":8.59},"acceleration":{"x":-912,"y":1300,"z":5059}}
0.2:{"time":46267,"ypr":{"y":174.18,"p":1.16,"r":8.39},"acceleration":{"x":-960,"y":1348,"z":5077}}
0.2:{"time":46282,"ypr":{"y":174.19,"p":1.09,"r":8.21},"acceleration":{"x":-1150,"y":1371,"z":5098}}
0.2:{"time":46297,"ypr":{"y":174.19,"p":0.94,"r":8.05},"acceleration":{"x":-1214,"y":1412,"z":5222}}
0.2:{"time":46312,"ypr":{"y":174.20,"p":0.75,"r":7.93},"acceleration":{"x":-1105,"y":1472,"z":5358}}
0.2:{"time":46327,"ypr":{"y":174.23,"p":0.59,"r":7.83},"acceleration":{"x":-963,"y":1506,"z":5479}}
0.2:{"time":46342,"ypr":{"y":174.31,"p":0.47,"r":7.73},"acceleration":{"x":-805,"y":1565,"z":5468}}
0.2:{"time":46357,"ypr":{"y":174.44,"p":0.45,"r":7.67},"acceleration":{"x":-688,"y":1594,"z":5397}}
0.2:{"time":46372,"ypr":{"y":174.60,"p":0.52,"r":7.65},"acceleration":{"x":-612,"y":1594,"z":5271}}
0.2:{"time":46387,"ypr":{"y":174.78,"p":0.67,"r":7.67},"acceleration":{"x":-704,"y":1563,"z":5062}}
0.2:{"time":46402,"ypr":{"y":174.97,"p":0.73,"r":7.69},"acceleration":{"x":-752,"y":1500,"z":4915}}
0.2:{"time":46417,"ypr":{"y":175.19,"p":0.69,"r":7.73},"acceleration":{"x":-752,"y":1493,"z":4814}}
0.2:{"time":46432,"ypr":{"y":175.41,"p":0.61,"r":7.81},"acceleration":{"x":-700,"y":1457,"z":4836}}
0.2:{"time":46447,"ypr":{"y":175.67,"p":0.49,"r":7.90},"acceleration":{"x":-709,"y":1334,"z":4862}}
0.2:{"time":46462,"ypr":{"y":175.94,"p":0.25,"r":7.92},"acceleration":{"x":-771,"y":1189,"z":4900}}
0.2:{"time":46477,"ypr":{"y":176.26,"p":-0.20,"r":7.82},"acceleration":{"x":-768,"y":1266,"z":4973}}
0.2:{"time":46492,"ypr":{"y":176.55,"p":-0.66,"r":7.81},"acceleration":{"x":-757,"y":1229,"z":5142}}
0.2:{"time":46508,"ypr":{"y":176.80,"p":-0.99,"r":7.91},"acceleration":{"x":-817,"y":1130,"z":5211}}
0.2:{"time":46522,"ypr":{"y":177.02,"p":-1.25,"r":8.02},"acceleration":{"x":-776,"y":1075,"z":5314}}
0.2:{"time":46537,"ypr":{"y":177.20,"p":-1.38,"r":8.12},"acceleration":{"x":-654,"y":965,"z":5387}}
0.2:{"time":46553,"ypr":{"y":177.34,"p":-1.32,"r":8.20},"acceleration":{"x":-733,"y":906,"z":5317}}
0.2:{"time":46567,"ypr":{"y":177.43,"p":-1.19,"r":8.30},"acceleration":{"x":-732,"y":851,"z":5299}}
0.2:{"time":46582,"ypr":{"y":177.44,"p":-0.95,"r":8.46},"acceleration":{"x":-803,"y":802,"z":5266}}
0.2:{"time":46598,"ypr":{"y":177.38,"p":-0.71,"r":8.62},"acceleration":{"x":-726,"y":756,"z":5321}}
0.2:{"time":46612,"ypr":{"y":177.28,"p":-0.45,"r":8.72},"acceleration":{"x":-696,"y":743,"z":5198}}
0.2:{"time":46627,"ypr":{"y":177.11,"p":-0.15,"r":8.80},"acceleration":{"x":-657,"y":802,"z":5077}}
0.2:{"time":46643,"ypr":{"y":176.90,"p":0.15,"r":8.88},"acceleration":{"x":-553,"y":983,"z":5063}}
0.2:{"time":46657,"ypr":{"y":176.66,"p":0.39,"r":9.00},"acceleration":{"x":-339,"y":1174,"z":5145}}
0.2:{"time":46672,"ypr":{"y":176.47,"p":0.59,"r":9.15},"acceleration":{"x":-49,"y":1357,"z":5223}}
0.2:{"time":46687,"ypr":{"y":176.31,"p":0.87,"r":9.32},"acceleration":{"x":169,"y":1478,"z":5335}}
0.2:{"time":46702,"ypr":{"y":176.19,"p":1.21,"r":9.49},"acceleration":{"x":243,"y":1522,"z":5410}}
0.2:{"time":46717,"ypr":{"y":176.08,"p":1.58,"r":9.64},"acceleration":{"x":247,"y":1536,"z":5387}}
0.2:{"time":46732,"ypr":{"y":175.97,"p":1.96,"r":9.76},"acceleration":{"x":249,"y":1550,"z":5349}}
0.2:{"time":46747,"ypr":{"y":175.87,"p":2.34,"r":9.85},"acceleration":{"x":211,"y":1578,"z":5284}}
0.2:{"time":46763,"ypr":{"y":175.79,"p":2.66,"r":9.92},"acceleration":{"x":184,"y":1590,"z":5223}}
0.2:{"time":46777,"ypr":{"y":175.74,"p":2.93,"r":9.97},"acceleration":{"x":154,"y":1593,"z":5119}}
0.2:{"time":46792,"ypr":{"y":175.69,"p":3.21,"r":10.02},"acceleration":{"x":83,"y":1568,"z":5060}}
0.2:{"time":46808,"ypr":{"y":175.64,"p":3.47,"r":10.04},"acceleration":{"x":-1,"y":1542,"z":5020}}
0.2:{"time":46822,"ypr":{"y":175.59,"p":3.67,"r":10.03},"acceleration":{"x":-67,"y":1526,"z":4967}}
0.2:{"time":46837,"ypr":{"y":175.54,"p":3.82,"r":9.99},"acceleration":{"x":-119,"y":1537,"z":4915}}
0.2:{"time":46853,"ypr":{"y":175.49,"p":3.91,"r":9.95},"acceleration":{"x":-193,"y":1547,"z":4913}}
0.2:{"time":46867,"ypr":{"y":175.44,"p":3.97,"r":9.91},"acceleration":{"x":-288,"y":1510,"z":4951}}
0.2:{"time":46882,"ypr":{"y":175.37,"p":3.97,"r":9.85},"acceleration":{"x":-351,"y":1494,"z":4999}}
0.2:{"time":46898,"ypr":{"y":175.31,"p":3.91,"r":9.77},"acceleration":{"x":-398,"y":1484,"z":5040}}
0.2:{"time":46912,"ypr":{"y":175.24,"p":3.82,"r":9.68},"acceleration":{"x":-417,"y":1473,"z":5106}}
0.2:{"time":46927,"ypr":{"y":175.18,"p":3.69,"r":9.59},"acceleration":{"x":-376,"y":1499,"z":5162}}
0.2:{"time":46943,"ypr":{"y":175.13,"p":3.57,"r":9.51},"acceleration":{"x":-294,"y":1540,"z":5221}}
0.2:{"time":46957,"ypr":{"y":175.10,"p":3.50,"r":9.48},"acceleration":{"x":-228,"y":1564,"z":5284}}
0.2:{"time":46972,"ypr":{"y":175.06,"p":3.50,"r":9.47},"acceleration":{"x":-209,"y":1570,"z":5320}}
0.2:{"time":46988,"ypr":{"y":175.03,"p":3.54,"r":9.46},"acceleration":{"x":-245,"y":1567,"z":5321}}
0.2:{"time":47002,"ypr":{"y":174.99,"p":3.58,"r":9.45},"acceleration":{"x":-291,"y":1567,"z":5305}}
0.2:{"time":47017,"ypr":{"y":174.96,"p":3.61,"r":9.41},"acceleration":{"x":-309,"y":1567,"z":5278}}
0.2:{"time":47033,"ypr":{"y":174.94,"p":3.62,"r":9.34},"acceleration":{"x":-300,"y":1554,"z":5253}}
0.2:{"time":47047,"ypr":{"y":174.94,"p":3.63,"r":9.23},"acceleration":{"x":-260,"y":1484,"z":5187}}
0.2:{"time":47063,"ypr":{"y":174.94,"p":3.68,"r":9.12},"acceleration":{"x":-357,"y":1644,"z":5183}}
0.2:{"time":47078,"ypr":{"y":174.94,"p":3.73,"r":9.07},"acceleration":{"x":-269,"y":1649,"z":5269}}
0.2:{"time":47092,"ypr":{"y":174.95,"p":3.81,"r":9.06},"acceleration":{"x":-228,"y":1649,"z":5269}}
0.2:{"time":47108,"ypr":{"y":174.94,"p":3.92,"r":9.07},"acceleration":{"x":-254,"y":1607,"z":5273}}
0.2:{"time":47122,"ypr":{"y":174.97,"p":4.07,"r":9.07},"acceleration":{"x":-134,"y":1425,"z":5377}}
0.2:{"time":47137,"ypr":{"y":175.01,"p":4.34,"r":9.02},"acceleration":{"x":-24,"y":1589,"z":5318}}
0.2:{"time":47153,"ypr":{"y":174.98,"p":4.80,"r":9.05},"acceleration":{"x":-55,"y":1368,"z":5510}}
0.2:{"time":47167,"ypr":{"y":174.97,"p":5.25,"r":8.96},"acceleration":{"x":-70,"y":1269,"z":5625}}
0.2:{"time":47182,"ypr":{"y":174.95,"p":5.76,"r":8.81},"acceleration":{"x":73,"y":1148,"z":5598}}
0.2:{"time":47198,"ypr":{"y":174.81,"p":6.44,"r":8.47},"acceleration":{"x":-60,"y":1263,"z":5535}}
0.2:{"time":47212,"ypr":{"y":174.53,"p":7.17,"r":8.23},"acceleration":{"x":-148,"y":1181,"z":5667}}
0.2:{"time":47227,"ypr":{"y":174.17,"p":7.78,"r":7.90},"acceleration":{"x":-173,"y":1055,"z":5762}}
0.2:{"time":47243,"ypr":{"y":173.80,"p":8.28,"r":7.45},"acceleration":{"x":-95,"y":1036,"z":5776}}
0.2:{"time":47257,"ypr":{"y":173.43,"p":8.73,"r":6.94},"acceleration":{"x":20,"y":1074,"z":5761}}
0.2:{"time":47272,"ypr":{"y":173.01,"p":9.26,"r":6.54},"acceleration":{"x":133,"y":1198,"z":5814}}
0.2:{"time":47288,"ypr":{"y":172.56,"p":9.94,"r":6.36},"acceleration":{"x":253,"y":1048,"z":5894}}
0.2:{"time":47302,"ypr":{"y":172.15,"p":10.38,"r":6.00},"acceleration":{"x":294,"y":785,"z":5762}}
0.2:{"time":47318,"ypr":{"y":171.84,"p":10.64,"r":5.39},"acceleration":{"x":340,"y":715,"z":5415}}
0.2:{"time":47333,"ypr":{"y":171.59,"p":10.86,"r":4.63},"acceleration":{"x":358,"y":897,"z":5030}}
0.2:{"time":47347,"ypr":{"y":171.32,"p":11.12,"r":3.98},"acceleration":{"x":472,"y":1161,"z":4807}}
0.2:{"time":47363,"ypr":{"y":170.95,"p":11.61,"r":3.55},"acceleration":{"x":711,"y":1391,"z":4850}}
0.2:{"time":47378,"ypr":{"y":170.48,"p":12.42,"r":3.49},"acceleration":{"x":820,"y":1539,"z":5019}}
0.2:{"time":47392,"ypr":{"y":170.00,"p":13.24,"r":3.67},"acceleration":{"x":712,"y":1449,"z":4967}}
0.2:{"time":47408,"ypr":{"y":169.57,"p":13.88,"r":3.79},"acceleration":{"x":481,"y":1473,"z":4693}}
0.2:{"time":47423,"ypr":{"y":169.26,"p":14.33,"r":3.97},"acceleration":{"x":323,"y":1540,"z":4346}}
0.2:{"time":47437,"ypr":{"y":169.01,"p":14.65,"r":4.20},"acceleration":{"x":346,"y":1479,"z":4175}}
0.2:{"time":47453,"ypr":{"y":168.77,"p":14.99,"r":4.36},"acceleration":{"x":341,"y":1424,"z":4268}}
0.2:{"time":47468,"ypr":{"y":168.49,"p":15.26,"r":4.37},"acceleration":{"x":256,"y":1419,"z":4463}}
0.2:{"time":47482,"ypr":{"y":168.24,"p":15.33,"r":4.31},"acceleration":{"x":140,"y":1474,"z":4664}}
0.2:{"time":47498,"ypr":{"y":168.08,"p":15.24,"r":4.27},"acceleration":{"x":77,"y":1421,"z":4730}}
0.2:{"time":47513,"ypr":{"y":168.03,"p":15.12,"r":4.24},"acceleration":{"x":1,"y":1375,"z":4698}}
0.2:{"time":47527,"ypr":{"y":168.01,"p":14.93,"r":4.21},"acceleration":{"x":-24,"y":1257,"z":4681}}
0.2:{"time":47543,"ypr":{"y":168.04,"p":14.66,"r":4.12},"acceleration":{"x":75,"y":1110,"z":4762}}
0.2:{"time":47557,"ypr":{"y":168.10,"p":14.38,"r":4.01},"acceleration":{"x":156,"y":955,"z":4910}}
0.2:{"time":47572,"ypr":{"y":168.20,"p":14.04,"r":3.89},"acceleration":{"x":90,"y":884,"z":4993}}
0.2:{"time":47588,"ypr":{"y":168.33,"p":13.63,"r":3.74},"acceleration":{"x":24,"y":907,"z":5039}}
0.2:{"time":47602,"ypr":{"y":168.48,"p":13.17,"r":3.64},"acceleration":{"x":14,"y":911,"z":5084}}
0.2:{"time":47618,"ypr":{"y":168.61,"p":12.69,"r":3.65},"acceleration":{"x":-6,"y":917,"z":5069}}
0.2:{"time":47633,"ypr":{"y":168.72,"p":12.22,"r":3.76},"acceleration":{"x":32,"y":792,"z":5114}}
0.2:{"time":47647,"ypr":{"y":168.85,"p":11.68,"r":3.82},"acceleration":{"x":185,"y":612,"z":5274}}
0.2:{"time":47663,"ypr":{"y":169.01,"p":11.17,"r":3.75},"acceleration":{"x":364,"y":549,"z":5451}}
0.2:{"time":47678,"ypr":{"y":169.12,"p":10.78,"r":3.63},"acceleration":{"x":310,"y":457,"z":5430}}
0.2:{"time":47692,"ypr":{"y":169.26,"p":10.30,"r":3.42},"acceleration":{"x":144,"y":465,"z":5312}}
0.2:{"time":47708,"ypr":{"y":169.44,"p":9.60,"r":3.19},"acceleration":{"x":84,"y":619,"z":5281}}
0.2:{"time":47723,"ypr":{"y":169.61,"p":8.90,"r":3.07},"acceleration":{"x":86,"y":740,"z":5319}}
0.2:{"time":47737,"ypr":{"y":169.74,"p":8.27,"r":3.03},"acceleration":{"x":-34,"y":800,"z":5360}}
0.2:{"time":47753,"ypr":{"y":169.88,"p":7.63,"r":3.05},"acceleration":{"x":-157,"y":821,"z":5434}}
0.2:{"time":47768,"ypr":{"y":170.07,"p":6.94,"r":3.15},"acceleration":{"x":-235,"y":712,"z":5522}}
0.2:{"time":47782,"ypr":{"y":170.30,"p":6.17,"r":3.18},"acceleration":{"x":-331,"y":686,"z":5366}}
0.2:{"time":47798,"ypr":{"y":170.48,"p":5.46,"r":3.17},"acceleration":{"x":-460,"y":793,"z":5169}}
0.2:{"time":47813,"ypr":{"y":170.59,"p":4.93,"r":3.21},"acceleration":{"x":-583,"y":964,"z":5119}}
0.2:{"time":47827,"ypr":{"y":170.65,"p":4.57,"r":3.37},"acceleration":{"x":-710,"y":1079,"z":5090}}
0.2:{"time":47843,"ypr":{"y":170.64,"p":4.35,"r":3.63},"acceleration":{"x":-845,"y":1107,"z":5016}}
0.2:{"time":47858,"ypr":{"y":170.61,"p":4.21,"r":3.92},"acceleration":{"x":-1033,"y":1168,"z":4929}}
0.2:{"time":47873,"ypr":{"y":170.58,"p":4.05,"r":4.24},"acceleration":{"x":-1138,"y":1246,"z":4907}}
0.2:{"time":47888,"ypr":{"y":170.60,"p":3.87,"r":4.57},"acceleration":{"x":-1162,"y":1294,"z":4927}}
0.2:{"time":47903,"ypr":{"y":170.63,"p":3.65,"r":4.87},"acceleration":{"x":-1122,"y":1323,"z":4942}}
0.2:{"time":47918,"ypr":{"y":170.66,"p":3.45,"r":5.11},"acceleration":{"x":-1143,"y":1410,"z":4925}}
0.2:{"time":47933,"ypr":{"y":170.70,"p":3.26,"r":5.30},"acceleration":{"x":-1164,"y":1507,"z":4907}}
0.2:{"time":47948,"ypr":{"y":170.76,"p":3.05,"r":5.45},"acceleration":{"x":-1178,"y":1597,"z":4912}}
0.2:{"time":47963,"ypr":{"y":170.82,"p":2.91,"r":5.59},"acceleration":{"x":-1211,"y":1735,"z":4924}}
0.2:{"time":47978,"ypr":{"y":170.84,"p":2.86,"r":5.72},"acceleration":{"x":-1282,"y":1857,"z":5046}}
0.2:{"time":47992,"ypr":{"y":170.87,"p":2.83,"r":5.88},"acceleration":{"x":-1329,"y":1939,"z":5220}}
0.2:{"time":48008,"ypr":{"y":170.87,"p":2.82,"r":6.06},"acceleration":{"x":-1342,"y":1966,"z":5393}}
0.2:{"time":48023,"ypr":{"y":170.87,"p":2.84,"r":6.22},"acceleration":{"x":-1313,"y":1948,"z":5504}}
0.2:{"time":48037,"ypr":{"y":170.87,"p":2.91,"r":6.35},"acceleration":{"x":-1280,"y":1911,"z":5553}}
0.2:{"time":48053,"ypr":{"y":170.85,"p":2.98,"r":6.40},"acceleration":{"x":-1236,"y":1850,"z":5584}}
0.2:{"time":48068,"ypr":{"y":170.85,"p":3.02,"r":6.38},"acceleration":{"x":-1176,"y":1808,"z":5597}}
0.2:{"time":48082,"ypr":{"y":170.88,"p":3.01,"r":6.29},"acceleration":{"x":-1112,"y":1815,"z":5587}}
0.2:{"time":48098,"ypr":{"y":170.92,"p":3.04,"r":6.23},"acceleration":{"x":-1078,"y":1749,"z":5563}}
0.2:{"time":48113,"ypr":{"y":170.96,"p":3.09,"r":6.15},"acceleration":{"x":-1082,"y":1713,"z":5503}}
0.2:{"time":48128,"ypr":{"y":170.97,"p":3.17,"r":6.11},"acceleration":{"x":-1046,"y":1641,"z":5532}}
0.2:{"time":48143,"ypr":{"y":170.99,"p":3.30,"r":6.06},"acceleration":{"x":-1060,"y":1558,"z":5526}}
0.2:{"time":48158,"ypr":{"y":170.98,"p":3.43,"r":5.99},"acceleration":{"x":-1171,"y":1457,"z":5447}}
0.2:{"time":48173,"ypr":{"y":170.95,"p":3.48,"r":5.89},"acceleration":{"x":-1272,"y":1386,"z":5406}}
0.2:{"time":48188,"ypr":{"y":170.91,"p":3.45,"r":5.75},"acceleration":{"x":-1316,"y":1297,"z":5395}}
0.2:{"time":48203,"ypr":{"y":170.88,"p":3.31,"r":5.54},"acceleration":{"x":-1311,"y":1272,"z":5395}}
0.2:{"time":48218,"ypr":{"y":170.87,"p":3.07,"r":5.31},"acceleration":{"x":-1251,"y":1319,"z":5477}}
0.2:{"time":48233,"ypr":{"y":170.84,"p":2.77,"r":5.11},"acceleration":{"x":-1115,"y":1352,"z":5605}}
0.2:{"time":48248,"ypr":{"y":170.80,"p":2.47,"r":4.95},"acceleration":{"x":-933,"y":1359,"z":5693}}
0.2:{"time":48263,"ypr":{"y":170.75,"p":2.22,"r":4.73},"acceleration":{"x":-751,"y":1341,"z":5684}}
0.2:{"time":48278,"ypr":{"y":170.74,"p":2.03,"r":4.45},"acceleration":{"x":-579,"y":1333,"z":5597}}
0.2:{"time":48293,"ypr":{"y":170.77,"p":1.90,"r":4.15},"acceleration":{"x":-403,"y":1328,"z":5482}}
0.2:{"time":48308,"ypr":{"y":170.85,"p":1.92,"r":3.86},"acceleration":{"x":-341,"y":1286,"z":5316}}
0.2:{"time":48323,"ypr":{"y":170.95,"p":2.06,"r":3.58},"acceleration":{"x":-316,"y":1210,"z":5124}}
0.2:{"time":48338,"ypr":{"y":171.04,"p":2.27,"r":3.30},"acceleration":{"x":-315,"y":1151,"z":4947}}
0.2:{"time":48353,"ypr":{"y":171.14,"p":2.49,"r":3.01},"acceleration":{"x":-321,"y":1103,"z":4778}}
0.2:{"time":48368,"ypr":{"y":171.22,"p":2.70,"r":2.74},"acceleration":{"x":-367,"y":1100,"z":4652}}
0.2:{"time":48384,"ypr":{"y":171.27,"p":2.86,"r":2.52},"acceleration":{"x":-439,"y":1106,"z":4628}}
0.2:{"time":48398,"ypr":{"y":171.27,"p":2.94,"r":2.36},"acceleration":{"x":-489,"y":1128,"z":4647}}
0.2:{"time":48413,"ypr":{"y":171.25,"p":2.96,"r":2.24},"acceleration":{"x":-502,"y":1105,"z":4656}}
0.2:{"time":48428,"ypr":{"y":171.20,"p":2.96,"r":2.16},"acceleration":{"x":-486,"y":1049,"z":4700}}
0.2:{"time":48443,"ypr":{"y":171.15,"p":2.90,"r":2.06},"acceleration":{"x":-444,"y":1033,"z":4846}}
0.2:{"time":48458,"ypr":{"y":171.09,"p":2.82,"r":1.98},"acceleration":{"x":-323,"y":999,"z":5027}}
0.2:{"time":48473,"ypr":{"y":171.06,"p":2.78,"r":1.89},"acceleration":{"x":-223,"y":968,"z":5120}}
0.2:{"time":48488,"ypr":{"y":171.05,"p":2.83,"r":1.81},"acceleration":{"x":-176,"y":949,"z":5167}}
0.2:{"time":48503,"ypr":{"y":171.05,"p":2.94,"r":1.71},"acceleration":{"x":-219,"y":947,"z":5181}}
0.2:{"time":48518,"ypr":{"y":171.03,"p":3.06,"r":1.64},"acceleration":{"x":-259,"y":925,"z":5158}}
0.2:{"time":48533,"ypr":{"y":170.98,"p":3.15,"r":1.54},"acceleration":{"x":-289,"y":905,"z":5042}}
0.2:{"time":48548,"ypr":{"y":170.90,"p":3.18,"r":1.42},"acceleration":{"x":-319,"y":929,"z":4908}}
0.2:{"time":48563,"ypr":{"y":170.80,"p":3.15,"r":1.33},"acceleration":{"x":-304,"y":967,"z":4827}}
0.2:{"time":48578,"ypr":{"y":170.65,"p":3.15,"r":1.26},"acceleration":{"x":-305,"y":995,"z":4782}}
0.2:{"time":48593,"ypr":{"y":170.46,"p":3.13,"r":1.23},"acceleration":{"x":-284,"y":1036,"z":4824}}
0.2:{"time":48608,"ypr":{"y":170.24,"p":3.08,"r":1.23},"acceleration":{"x":-186,"y":1057,"z":4941}}
0.2:{"time":48623,"ypr":{"y":170.02,"p":3.04,"r":1.25},"acceleration":{"x":-52,"y":1060,"z":5083}}
0.2:{"time":48638,"ypr":{"y":169.79,"p":3.06,"r":1.30},"acceleration":{"x":45,"y":1010,"z":5198}}
0.2:{"time":48653,"ypr":{"y":169.55,"p":3.18,"r":1.33},"acceleration":{"x":5,"y":933,"z":5284}}
0.2:{"time":48668,"ypr":{"y":169.26,"p":3.33,"r":1.32},"acceleration":{"x":-72,"y":917,"z":5316}}
0.2:{"time":48684,"ypr":{"y":168.93,"p":3.47,"r":1.29},"acceleration":{"x":-187,"y":890,"z":5377}}
0.2:{"time":48698,"ypr":{"y":168.56,"p":3.55,"r":1.25},"acceleration":{"x":-225,"y":835,"z":5454}}
0.2:{"time":48713,"ypr":{"y":168.17,"p":3.65,"r":1.18},"acceleration":{"x":-259,"y":779,"z":5483}}
0.2:{"time":48729,"ypr":{"y":167.74,"p":3.79,"r":1.10},"acceleration":{"x":-315,"y":724,"z":5490}}
0.2:{"time":48743,"ypr":{"y":167.30,"p":3.97,"r":1.01},"acceleration":{"x":-356,"y":679,"z":5449}}
0.2:{"time":48758,"ypr":{"y":166.82,"p":4.18,"r":0.93},"acceleration":{"x":-416,"y":606,"z":5359}}
0.2:{"time":48774,"ypr":{"y":166.32,"p":4.38,"r":0.84},"acceleration":{"x":-504,"y":550,"z":5235}}
0.2:{"time":48788,"ypr":{"y":165.79,"p":4.55,"r":0.72},"acceleration":{"x":-586,"y":502,"z":5104}}
0.2:{"time":48803,"ypr":{"y":165.23,"p":4.71,"r":0.61},"acceleration":{"x":-703,"y":520,"z":5002}}
0.2:{"time":48819,"ypr":{"y":164.63,"p":4.77,"r":0.52},"acceleration":{"x":-791,"y":607,"z":4963}}
0.2:{"time":48833,"ypr":{"y":164.01,"p":4.75,"r":0.49},"acceleration":{"x":-782,"y":710,"z":4972}}
0.2:{"time":48848,"ypr":{"y":163.37,"p":4.73,"r":0.49},"acceleration":{"x":-747,"y":792,"z":4971}}
0.2:{"time":48863,"ypr":{"y":162.76,"p":4.72,"r":0.51},"acceleration":{"x":-712,"y":892,"z":4955}}
0.2:{"time":48878,"ypr":{"y":162.16,"p":4.73,"r":0.56},"acceleration":{"x":-735,"y":1004,"z":4907}}
